Date,Nifty_Open,Nifty_Close,DowJones_Open,DowJones_Close,Nasdaq_Open,Nasdaq_Close,HangSeng_Open,HangSeng_Close,Nikkei_Open,Nikkei_Close,DAX_Open,DAX_Close,VIX_Open,VIX_Close
2019-01-29,10653.7001953125,10652.2001953125,24519.619140625,24579.9609375,7087.490234375,7028.2900390625,27397.5390625,27531.6796875,20555.439453125,20664.640625,11191.51953125,11218.830078125,19.450000762939453,19.1299991607666
2019-01-30,10702.25,10651.7998046875,24826.51953125,25014.859375,7094.7900390625,7183.080078125,27571.41015625,27642.849609375,20701.619140625,20556.5390625,11210.6796875,11181.66015625,19.149999618530273,17.65999984741211
2019-01-31,10690.5498046875,10830.9501953125,24954.48046875,24999.669921875,7208.169921875,7281.740234375,27842.05078125,27942.470703125,20832.91015625,20773.490234375,11257.919921875,11173.099609375,17.389999389648438,16.56999969482422
2019-02-01,10851.349609375,10893.650390625,25025.310546875,25063.890625,7256.3701171875,7263.8701171875,28193.279296875,27930.740234375,20797.029296875,20788.390625,11198.4599609375,11180.66015625,16.6299991607666,16.139999389648438
2019-02-02,10859.81640625,10899.850260416666,25037.580078125,25122.383463541668,7259.67333984375,7291.760091145833,28123.992838541668,27950.563802083332,20808.652994791668,20820.18359375,11192.446614583334,11179.300130208334,16.65999921162923,16.003332773844402
2019-02-03,10868.283203125,10906.050130208334,25049.849609375,25180.876302083332,7262.9765625,7319.650065104167,28054.706380208332,27970.387369791668,20820.276692708332,20851.9765625,11186.433268229166,11177.940104166666,16.689999262491863,15.866666158040365
2019-02-04,10876.75,10912.25,25062.119140625,25239.369140625,7266.27978515625,7347.5400390625,27985.419921875,27990.2109375,20831.900390625,20883.76953125,11180.419921875,11176.580078125,16.719999313354492,15.729999542236328
2019-02-05,10908.650390625,10934.349609375,25287.9296875,25411.51953125,7356.33984375,7402.080078125,27916.09765625,27979.23828125,20960.470703125,20844.44921875,11178.75,11367.98046875,15.789999961853027,15.569999694824219
2019-02-06,10965.099609375,11062.4501953125,25371.5703125,25390.30078125,7400.43994140625,7375.27978515625,27846.775390625,27968.265625,20928.869140625,20874.060546875,11337.5400390625,11324.7197265625,15.4399995803833,15.380000114440918
2019-02-07,11070.4501953125,11069.400390625,25265.810546875,25169.529296875,7316.5,7288.35009765625,27777.453125,27957.29296875,20812.220703125,20751.279296875,11262.9697265625,11022.01953125,15.65999984741211,16.3700008392334
2019-02-08,11023.5,10943.599609375,25042.359375,25106.330078125,7232.2998046875,7298.2001953125,27708.130859375,27946.3203125,20510.5,20333.169921875,10991.7900390625,10906.7802734375,16.809999465942383,15.720000267028809
2019-02-09,10992.633463541666,10925.3330078125,25075.843098958332,25088.58984375,7263.989908854167,7301.433430989583,27781.236979166668,28012.16015625,20493.5126953125,20465.93017578125,10979.803385416666,10942.716796875,16.59666633605957,15.803333600362143
2019-02-10,10961.766927083334,10907.06640625,25109.326822916668,25070.849609375,7295.680013020833,7304.666666666667,27854.343098958332,28078.0,20476.525390625,20598.6904296875,10967.816731770834,10978.6533203125,16.383333206176758,15.886666933695475
2019-02-11,10930.900390625,10888.7998046875,25142.810546875,25053.109375,7327.3701171875,7307.89990234375,27927.44921875,28143.83984375,20459.5380859375,20731.45068359375,10955.830078125,11014.58984375,16.170000076293945,15.970000267028809
2019-02-12,10879.7001953125,10831.400390625,25152.029296875,25425.759765625,7358.85009765625,7414.6201171875,28093.310546875,28171.330078125,20442.55078125,20864.2109375,11123.4296875,11126.080078125,15.229999542236328,15.430000305175781
2019-02-13,10832.89990234375,10788.72509765625,25480.859375,25543.26953125,7437.4599609375,7420.3798828125,28184.869140625,28497.58984375,21029.9296875,21144.48046875,11174.849609375,11167.2197265625,15.460000038146973,15.649999618530273
2019-02-14,10786.099609375,10746.0498046875,25460.650390625,25439.390625,7390.25,7426.9501953125,28396.400390625,28432.05078125,21147.890625,21139.7109375,11257.7998046875,11089.7900390625,15.609999656677246,16.219999313354492
2019-02-15,10780.25,10724.400390625,25564.630859375,25883.25,7468.56982421875,7472.41015625,28241.439453125,27900.83984375,21051.509765625,20900.630859375,11044.7998046875,11299.7998046875,16.81999969482422,14.90999984741211
2019-02-16,10766.383463541666,10696.583658854166,25635.935546875,25885.267578125,7464.1148681640625,7476.0001220703125,28223.209635416668,28049.563151041668,21106.779947916668,21027.703776041668,11125.779947916666,11299.599934895834,16.527499675750732,14.902499914169312
2019-02-17,10752.516927083334,10668.766927083334,25707.240234375,25887.28515625,7459.659912109375,7479.590087890625,28204.979817708332,28198.286458333332,21162.050130208332,21154.776692708332,11206.760091145834,11299.400065104166,16.234999656677246,14.894999980926514
2019-02-18,10738.650390625,10640.9501953125,25778.544921875,25889.302734375,7455.2049560546875,7483.1800537109375,28186.75,28347.009765625,21217.3203125,21281.849609375,11287.740234375,11299.2001953125,15.94249963760376,14.887500047683716
2019-02-19,10636.7001953125,10604.349609375,25849.849609375,25891.3203125,7450.75,7486.77001953125,28440.490234375,28228.130859375,21256.580078125,21302.650390625,11280.73046875,11309.2099609375,15.649999618530273,14.880000114440918
2019-02-20,10655.4501953125,10735.4501953125,25872.259765625,25954.439453125,7490.31005859375,7489.06982421875,28404.6796875,28514.05078125,21346.0390625,21431.490234375,11338.740234375,11401.9697265625,14.920000076293945,14.020000457763672
2019-02-21,10744.099609375,10789.849609375,25922.41015625,25850.630859375,7475.41015625,7459.7099609375,28450.0,28629.919921875,21422.310546875,21464.23046875,11448.650390625,11423.2802734375,14.0,14.460000038146973
2019-02-22,10782.7001953125,10791.650390625,25906.26953125,26031.810546875,7481.6298828125,7527.5400390625,28478.9609375,28816.30078125,21376.359375,21425.509765625,11422.6201171875,11457.7001953125,14.460000038146973,13.510000228881836
2019-02-23,10792.883463541666,10821.133463541666,25979.563151041668,26051.856770833332,7516.1865234375,7536.513346354167,28644.48046875,28863.967447916668,21440.126302083332,21459.75,11454.333333333334,11473.5966796875,14.276666641235352,13.956666946411133
2019-02-24,10803.066731770834,10850.616536458334,26052.856770833332,26071.902994791668,7550.7431640625,7545.486653645833,28810.0,28911.634114583332,21503.893229166668,21493.990234375,11486.046549479166,11489.4931640625,14.09333324432373,14.40333366394043
2019-02-25,10813.25,10880.099609375,26126.150390625,26091.94921875,7585.2998046875,7554.4599609375,28975.51953125,28959.30078125,21567.66015625,21528.23046875,11517.759765625,11505.3896484375,13.90999984741211,14.850000381469727
2019-02-26,10775.2998046875,10835.2998046875,26051.609375,26057.98046875,7535.2900390625,7549.2998046875,28971.23046875,28772.060546875,21556.01953125,21449.390625,11446.2900390625,11540.7900390625,15.15999984741211,15.170000076293945
2019-02-27,10881.2001953125,10806.650390625,25995.599609375,25985.16015625,7526.419921875,7554.509765625,28833.16015625,28757.439453125,21504.609375,21556.509765625,11493.8095703125,11487.330078125,15.529999732971191,14.699999809265137
2019-02-28,10865.7001953125,10792.5,25984.279296875,25916.0,7533.31005859375,7532.52978515625,28719.7109375,28633.1796875,21536.55078125,21385.16015625,11430.7998046875,11515.6396484375,15.170000076293945,14.779999732971191
2019-03-01,10842.650390625,10863.5,26019.669921875,26026.3203125,7587.4501953125,7595.35009765625,28716.599609375,28812.169921875,21490.01953125,21602.689453125,11584.240234375,11601.6796875,14.569999694824219,13.569999694824219
2019-03-02,10848.2001953125,10894.487548828125,26053.843098958332,25957.430338541668,7603.840169270833,7589.42333984375,28762.76953125,28861.309895833332,21597.616536458332,21675.805989583332,11604.896809895834,11598.673177083334,14.303333282470703,13.923333168029785
2019-03-03,10853.75,10925.47509765625,26088.016276041668,25888.540364583332,7620.230143229167,7583.49658203125,28808.939453125,28910.449869791668,21705.213541666668,21748.922526041668,11625.553385416666,11595.666666666666,14.036666870117188,14.276666641235352
2019-03-04,10859.2998046875,10956.462646484375,26122.189453125,25819.650390625,7636.6201171875,7577.56982421875,28855.109375,28959.58984375,21812.810546875,21822.0390625,11646.2099609375,11592.66015625,13.770000457763672,14.630000114440918
2019-03-05,10864.849609375,10987.4501953125,25829.0703125,25806.630859375,7582.2900390625,7576.35986328125,28823.16015625,28961.599609375,21712.80078125,21726.279296875,11570.9697265625,11620.740234375,14.520000457763672,14.739999771118164
2019-03-06,11024.849609375,11053.0,25818.759765625,25673.4609375,7575.3798828125,7505.919921875,29003.25,29037.599609375,21659.029296875,21596.810546875,11593.2099609375,11587.6298828125,14.90999984741211,15.739999771118164
2019-03-07,11077.9501953125,11058.2001953125,25645.44921875,25473.23046875,7483.7900390625,7421.4599609375,28965.419921875,28779.44921875,21456.880859375,21456.009765625,11546.419921875,11517.7998046875,16.329999923706055,16.59000015258789
2019-03-08,11038.849609375,11035.400390625,25347.380859375,25450.240234375,7334.35009765625,7408.14013671875,28409.140625,28228.419921875,21339.169921875,21025.560546875,11429.76953125,11457.83984375,17.3799991607666,16.049999237060547
2019-03-09,11048.81640625,11079.616861979166,25300.920572916668,25517.120442708332,7370.420084635417,7458.113444010417,28361.376953125,28320.046875,21247.029947916668,21058.736979166668,11452.506510416666,11486.38671875,17.013333002726238,15.476666132609049
2019-03-10,11058.783203125,11123.833333333334,25254.460286458332,25584.000651041668,7406.490071614583,7508.086751302083,28313.61328125,28411.673828125,21154.889973958332,21091.913411458332,11475.243489583334,11514.93359375,16.64666684468587,14.903333028157553
2019-03-11,11068.75,11168.0498046875,25208.0,25650.880859375,7442.56005859375,7558.06005859375,28265.849609375,28503.30078125,21062.75,21125.08984375,11497.98046875,11543.48046875,16.280000686645508,14.329999923706055
2019-03-12,11231.349609375,11301.2001953125,25600.30078125,25554.66015625,7571.85009765625,7591.02978515625,28760.26953125,28920.869140625,21361.609375,21503.689453125,11612.4599609375,11524.169921875,13.970000267028809,13.770000457763672
2019-03-13,11326.2001953125,11341.7001953125,25637.23046875,25702.890625,7621.3798828125,7643.41015625,28924.279296875,28807.44921875,21425.76953125,21290.240234375,11499.3203125,11572.41015625,14.0,13.40999984741211
2019-03-14,11382.5,11343.25,25692.310546875,25709.939453125,7644.7900390625,7630.91015625,28891.060546875,28851.390625,21474.580078125,21287.01953125,11573.419921875,11587.4697265625,13.350000381469727,13.5
2019-03-15,11376.849609375,11426.849609375,25720.9609375,25848.869140625,7658.41015625,7688.52978515625,28843.859375,29012.259765625,21376.73046875,21450.849609375,11608.669921875,11685.6904296875,13.210000038146973,12.880000114440918
2019-03-16,11409.182942708334,11438.633138020834,25747.934244791668,25870.612630208332,7671.066731770833,7697.179850260417,28933.386067708332,29144.509765625,21443.2734375,21495.399739583332,11634.293294270834,11676.146809895834,13.183333396911621,12.953333536783854
2019-03-17,11441.516276041666,11450.416666666666,25774.907552083332,25892.356119791668,7683.723307291667,7705.829915364583,29022.912760416668,29276.759765625,21509.81640625,21539.949869791668,11659.916666666666,11666.603190104166,13.15666675567627,13.026666959126791
2019-03-18,11473.849609375,11462.2001953125,25801.880859375,25914.099609375,7696.3798828125,7714.47998046875,29112.439453125,29409.009765625,21576.359375,21584.5,11685.5400390625,11657.0595703125,13.130000114440918,13.100000381469727
2019-03-19,11500.2998046875,11532.400390625,25987.869140625,25887.380859375,7747.39990234375,7723.9501953125,29419.140625,29466.279296875,21558.4296875,21566.849609375,11672.759765625,11788.41015625,12.890000343322754,13.5600004196167
2019-03-20,11553.349609375,11521.0498046875,25867.7890625,25745.669921875,7721.9501953125,7728.97021484375,29357.189453125,29320.970703125,21548.650390625,21608.919921875,11704.4404296875,11603.8896484375,13.539999961853027,13.90999984741211
2019-03-21,11551.27490234375,11488.97509765625,25688.439453125,25962.509765625,7705.43017578125,7838.9599609375,29387.75,29071.560546875,21630.955078125,21618.1298828125,11566.8701171875,11549.9599609375,14.109999656677246,13.630000114440918
2019-03-22,11549.2001953125,11456.900390625,25844.650390625,25502.3203125,7800.25,7642.669921875,29173.330078125,29113.359375,21713.259765625,21627.33984375,11578.3896484375,11364.169921875,13.770000457763672,16.479999542236328
2019-03-23,11498.016927083334,11422.68359375,25726.673828125,25507.156901041668,7739.82666015625,7640.9599609375,28949.343098958332,28916.689453125,21564.643229166668,21410.596354166668,11493.326497395834,11358.330078125,15.100000381469727,16.429999669392902
2019-03-24,11446.833658854166,11388.466796875,25608.697265625,25511.993489583332,7679.4033203125,7639.25,28725.356119791668,28720.01953125,21416.026692708332,21193.852864583332,11408.263346354166,11352.490234375,16.43000030517578,16.37999979654948
2019-03-25,11395.650390625,11354.25,25490.720703125,25516.830078125,7618.97998046875,7637.5400390625,28501.369140625,28523.349609375,21267.41015625,20977.109375,11323.2001953125,11346.650390625,17.760000228881836,16.329999923706055
2019-03-26,11375.2001953125,11483.25,25649.560546875,25657.73046875,7700.0,7691.52001953125,28677.759765625,28566.91015625,21174.33984375,21428.390625,11374.1796875,11419.48046875,16.219999313354492,14.680000305175781
2019-03-27,11531.4501953125,11445.0498046875,25676.33984375,25625.58984375,7702.0498046875,7643.3798828125,28564.7109375,28728.25,21353.609375,21378.73046875,11439.01953125,11419.0400390625,14.520000457763672,15.149999618530273
2019-03-28,11463.650390625,11570.0,25693.3203125,25717.4609375,7660.06982421875,7669.169921875,28663.19921875,28775.2109375,21191.3203125,21033.759765625,11422.16015625,11428.16015625,15.380000114440918,14.430000305175781
2019-03-29,11514.037841796875,11594.78759765625,25827.310546875,25928.6796875,7726.7099609375,7729.31982421875,28812.640625,29051.359375,21228.509765625,21205.810546875,11492.08984375,11526.0400390625,14.1899995803833,13.710000038146973
2019-03-30,11564.42529296875,11619.5751953125,25909.906901041668,26038.593098958332,7751.220052083333,7762.5166015625,29003.000651041668,29221.579427083332,21319.303385416668,21306.883463541668,11533.786458333334,11578.0234375,14.093332926432291,13.606666564941406
2019-03-31,11614.812744140625,11644.36279296875,25992.503255208332,26148.506510416668,7775.730143229167,7795.71337890625,29193.360677083332,29391.799479166668,21410.097005208332,21407.956380208332,11575.483072916666,11630.0068359375,13.996666272481283,13.50333309173584
2019-04-01,11665.2001953125,11669.150390625,26075.099609375,26258.419921875,7800.240234375,7828.91015625,29383.720703125,29562.01953125,21500.890625,21509.029296875,11617.1796875,11681.990234375,13.899999618530273,13.399999618530273
2019-04-02,11711.5498046875,11713.2001953125,26213.55078125,26179.130859375,7824.60986328125,7848.68994140625,29736.990234375,29624.669921875,21744.640625,21505.310546875,11703.240234375,11754.7900390625,13.619999885559082,13.359999656677246
2019-04-03,11735.2998046875,11643.9501953125,26238.029296875,26218.130859375,7891.18017578125,7895.5498046875,29785.26953125,29986.390625,21563.640625,21713.2109375,11855.400390625,11954.400390625,13.0600004196167,13.739999771118164
2019-04-04,11660.2001953125,11598.0,26213.419921875,26384.630859375,7894.259765625,7891.77978515625,29950.419921875,29936.3203125,21724.689453125,21724.94921875,11924.6103515625,11988.009765625,13.84000015258789,13.579999923706055
2019-04-05,11638.400390625,11665.9501953125,26427.560546875,26424.990234375,7914.509765625,7938.68994140625,29992.7099609375,29971.52783203125,21743.140625,21807.5,11993.2197265625,12009.75,13.460000038146973,12.819999694824219
2019-04-06,11660.383463541666,11645.466796875,26389.263671875,26397.0,7917.969889322917,7943.753255208333,30035.0,30006.7353515625,21795.610677083332,21792.216796875,11988.723307291666,11994.300130208334,13.490000089009603,12.93999989827474
2019-04-07,11682.366536458334,11624.9833984375,26350.966796875,26369.009765625,7921.430013020833,7948.816569010417,30077.2900390625,30041.94287109375,21848.080729166668,21776.93359375,11984.226888020834,11978.850260416666,13.520000139872232,13.06000010172526
2019-04-08,11704.349609375,11604.5,26312.669921875,26341.01953125,7924.89013671875,7953.8798828125,30119.580078125,30077.150390625,21900.55078125,21761.650390625,11979.73046875,11963.400390625,13.550000190734863,13.180000305175781
2019-04-09,11612.0498046875,11671.9501953125,26243.5390625,26150.580078125,7924.77001953125,7909.27978515625,30065.990234375,30157.490234375,21750.2890625,21802.58984375,11927.009765625,11850.5703125,13.460000038146973,14.279999732971191
2019-04-10,11646.849609375,11584.2998046875,26173.7109375,26157.16015625,7922.72998046875,7964.240234375,30052.26953125,30119.560546875,21579.6796875,21687.5703125,11864.4599609375,11905.91015625,14.09000015258789,13.300000190734863
2019-04-11,11592.5498046875,11596.7001953125,26188.2109375,26143.05078125,7975.2001953125,7947.35986328125,30138.140625,29839.44921875,21662.650390625,21711.380859375,11914.509765625,11935.2001953125,13.369999885559082,13.020000457763672
2019-04-12,11612.849609375,11643.4501953125,26357.7890625,26412.30078125,7984.14990234375,7984.16015625,29806.349609375,29909.759765625,21782.349609375,21870.560546875,11912.580078125,11999.9296875,12.960000038146973,12.010000228881836
2019-04-13,11630.899739583334,11659.083333333334,26374.445963541668,26403.123697916668,7985.1533203125,7981.443359375,29910.849609375,29876.746744791668,21895.889973958332,21970.076822916668,11945.423502604166,12006.713216145834,12.793333371480307,12.113333384195963
2019-04-14,11648.949869791666,11674.716471354166,26391.102864583332,26393.946614583332,7986.15673828125,7978.7265625,30015.349609375,29843.733723958332,22009.430338541668,22069.593098958332,11978.266927083334,12013.496744791666,12.626666704813639,12.216666539510092
2019-04-15,11667.0,11690.349609375,26407.759765625,26384.76953125,7987.16015625,7976.009765625,30119.849609375,29810.720703125,22122.970703125,22169.109375,12011.1103515625,12020.2802734375,12.460000038146973,12.319999694824219
2019-04-16,11736.2001953125,11787.150390625,26482.189453125,26452.66015625,8000.56982421875,8000.22998046875,29754.30078125,30129.869140625,22108.150390625,22221.66015625,12026.740234375,12101.3203125,12.260000228881836,12.180000305175781
2019-04-17,11796.17529296875,11769.97509765625,26468.529296875,26449.5390625,8044.97021484375,7996.080078125,30160.689453125,30124.6796875,22236.41015625,22277.970703125,12100.4404296875,12153.0703125,12.119999885559082,12.600000381469727
2019-04-18,11856.150390625,11752.7998046875,26463.369140625,26559.5390625,7998.4501953125,7998.06005859375,30088.650390625,29963.259765625,22274.130859375,22090.119140625,12138.1396484375,12222.3896484375,12.800000190734863,12.09000015258789
2019-04-19,11823.875244140625,11713.21240234375,26475.21923828125,26547.4169921875,7991.18017578125,8002.362548828125,30027.51015625,29963.255859375,22238.0703125,22200.560546875,12155.37578125,12225.013671875,12.90250015258789,12.172500133514404
2019-04-20,11791.60009765625,11673.625,26487.0693359375,26535.294921875,7983.91015625,8006.6650390625,29966.369921875,29963.251953125,22221.586588541668,22206.340494791668,12172.6119140625,12227.6376953125,13.005000114440918,12.255000114440918
2019-04-21,11759.324951171875,11634.03759765625,26498.91943359375,26523.1728515625,7976.64013671875,8010.967529296875,29905.2296875,29963.248046875,22205.102864583332,22212.120442708332,12189.848046875,12230.26171875,13.107500076293945,12.337500095367432
2019-04-22,11727.0498046875,11594.4501953125,26510.76953125,26511.05078125,7969.3701171875,8015.27001953125,29844.089453125,29963.244140625,22188.619140625,22217.900390625,12207.0841796875,12232.8857421875,13.210000038146973,12.420000076293945
2019-04-23,11612.9501953125,11575.9501953125,26513.830078125,26656.390625,8026.75,8120.81982421875,29782.94921875,29963.240234375,22241.740234375,22259.740234375,12224.3203125,12235.509765625,12.65999984741211,12.279999732971191
2019-04-24,11601.5,11726.150390625,26652.560546875,26597.05078125,8122.8798828125,8102.009765625,30112.189453125,29805.830078125,22356.830078125,22200.0,12232.990234375,12313.16015625,12.529999732971191,13.140000343322754
2019-04-25,11735.7001953125,11641.7998046875,26426.369140625,26462.080078125,8150.85009765625,8118.68017578125,29667.51953125,29549.80078125,22183.3203125,22307.580078125,12304.5302734375,12282.599609375,13.289999961853027,13.25
2019-04-26,11683.75,11754.650390625,26454.619140625,26543.330078125,8100.27978515625,8146.39990234375,29513.080078125,29605.009765625,22167.48046875,22258.73046875,12284.4599609375,12315.1796875,13.4399995803833,12.729999542236328
2019-04-27,11700.0,11753.025390625,26489.702473958332,26547.016927083332,8116.06982421875,8151.549967447917,29585.669921875,29700.943359375,22169.018643465908,22228.275035511364,12292.633463541666,12319.459635416666,13.306666374206543,12.856666247049967
2019-04-28,11716.25,11751.400390625,26524.785807291668,26550.703776041668,8131.85986328125,8156.700032552083,29658.259765625,29796.876953125,22170.55681818182,22197.819602272728,12300.806966145834,12323.739583333334,13.173333168029785,12.983332951863607
2019-04-29,11732.5,11749.775390625,26559.869140625,26554.390625,8147.64990234375,8161.85009765625,29730.849609375,29892.810546875,22172.094992897728,22167.364169034092,12308.98046875,12328.01953125,13.039999961853027,13.109999656677246
2019-04-30,11748.75,11748.150390625,26594.560546875,26592.91015625,8104.91015625,8095.39013671875,29828.150390625,29699.109375,22173.633167613636,22136.908735795456,12313.9697265625,12344.080078125,13.109999656677246,13.119999885559082
2019-05-01,11737.14990234375,11736.4501953125,26639.060546875,26430.140625,8132.93017578125,8049.64013671875,29735.6005859375,29821.64453125,22175.171342329544,22106.45330255682,12331.53466796875,12344.75,12.859999656677246,14.800000190734863
2019-05-02,11725.5498046875,11724.75,26407.150390625,26307.7890625,8046.47998046875,8036.77001953125,29643.05078125,29944.1796875,22176.709517045456,22075.99786931818,12349.099609375,12345.419921875,14.350000381469727,14.420000076293945
2019-05-03,11722.599609375,11712.25,26379.140625,26504.94921875,8092.8798828125,8164.0,29818.48046875,30081.55078125,22178.247691761364,22045.542436079544,12345.3203125,12412.75,14.109999656677246,12.869999885559082
2019-05-04,11683.666341145834,11674.25,26306.300130208332,26482.79296875,8055.869954427083,8150.430013020833,29659.780598958332,29790.973958333332,22179.785866477272,22015.087002840908,12287.513671875,12370.793294270834,13.703333218892416,13.726666450500488
