Date,Open,Close
2019-06-18,11677.0498046875,11691.5
2019-06-19,11744.4501953125,11691.4501953125
2019-06-20,11653.650390625,11831.75
2019-06-21,11827.599609375,11724.099609375
2019-06-24,11725.7998046875,11699.650390625
2019-06-25,11681.0,11796.4501953125
2019-06-26,11768.150390625,11847.5498046875
2019-06-27,11860.849609375,11841.5498046875
2019-06-28,11861.150390625,11788.849609375
2019-07-01,11839.900390625,11865.599609375
2019-07-02,11890.2998046875,11910.2998046875
2019-07-03,11932.150390625,11916.75
2019-07-04,11928.7998046875,11946.75
2019-07-05,11964.75,11811.150390625
2019-07-08,11770.400390625,11558.599609375
2019-07-09,11531.599609375,11555.900390625
2019-07-10,11536.150390625,11498.900390625
2019-07-11,11561.4501953125,11582.900390625
2019-07-12,11601.150390625,11552.5
2019-07-15,11614.75,11588.349609375
2019-07-16,11596.650390625,11662.599609375
2019-07-17,11670.75,11687.5
2019-07-18,11675.599609375,11596.900390625
2019-07-19,11627.9501953125,11419.25
2019-07-22,11392.849609375,11346.2001953125
2019-07-23,11372.25,11331.0498046875
2019-07-24,11322.4501953125,11271.2998046875
2019-07-25,11290.400390625,11252.150390625
2019-07-26,11247.4501953125,11284.2998046875
2019-07-29,11307.5,11189.2001953125
2019-07-30,11213.7001953125,11085.400390625
2019-07-31,11034.0498046875,11118.0
2019-08-01,11060.2001953125,10980.0
2019-08-02,10930.2998046875,10997.349609375
2019-08-05,10895.7998046875,10862.599609375
2019-08-06,10815.400390625,10948.25
2019-08-07,10958.099609375,10855.5
2019-08-08,10899.2001953125,11032.4501953125
2019-08-09,11087.900390625,11109.650390625
2019-08-13,11139.400390625,10925.849609375
2019-08-14,11003.25,11029.400390625
2019-08-16,11043.650390625,11047.7998046875
2019-08-19,11094.7998046875,11053.900390625
2019-08-20,11063.900390625,11017.0
2019-08-21,11018.150390625,10918.7001953125
2019-08-22,10905.2998046875,10741.349609375
2019-08-23,10699.599609375,10829.349609375
2019-08-26,11000.2998046875,11057.849609375
2019-08-27,11106.5498046875,11105.349609375
2019-08-28,11101.2998046875,11046.099609375
2019-08-29,10996.0498046875,10948.2998046875
2019-08-30,10987.7998046875,11023.25
2019-09-03,10960.9501953125,10797.900390625
2019-09-04,10790.400390625,10844.650390625
2019-09-05,10860.9501953125,10847.900390625
2019-09-06,10883.7998046875,10946.2001953125
2019-09-09,10936.7001953125,11003.0498046875
2019-09-11,11028.5,11035.7001953125
2019-09-12,11058.2998046875,10982.7998046875
2019-09-13,10986.7998046875,11075.900390625
2019-09-16,10994.849609375,11003.5
2019-09-17,11000.099609375,10817.599609375
2019-09-18,10872.7998046875,10840.650390625
2019-09-19,10845.2001953125,10704.7998046875
2019-09-20,10746.7998046875,11274.2001953125
2019-09-23,11542.7001953125,11600.2001953125
2019-09-24,11590.7001953125,11588.2001953125
2019-09-25,11564.849609375,11440.2001953125
2019-09-26,11469.849609375,11571.2001953125
2019-09-27,11556.349609375,11512.400390625
2019-09-30,11491.150390625,11474.4501953125
2019-10-01,11515.400390625,11359.900390625
2019-10-03,11322.25,11314.0
2019-10-04,11388.4501953125,11174.75
2019-10-07,11196.2001953125,11126.400390625
2019-10-09,11152.9501953125,11313.2998046875
2019-10-10,11280.5,11234.5498046875
2019-10-11,11257.7001953125,11305.0498046875
2019-10-14,11335.900390625,11341.150390625
2019-10-15,11360.849609375,11428.2998046875
2019-10-16,11464.9501953125,11464.0
2019-10-17,11466.2998046875,11586.349609375
2019-10-18,11580.2998046875,11661.849609375
2019-10-22,11657.150390625,11588.349609375
2019-10-23,11596.2001953125,11604.099609375
2019-10-24,11661.650390625,11582.599609375
2019-10-25,11646.150390625,11583.900390625
2019-10-29,11643.9501953125,11786.849609375
2019-10-30,11883.900390625,11844.099609375
2019-10-31,11890.4501953125,11877.4501953125
2019-11-01,11886.599609375,11890.599609375
2019-11-04,11928.900390625,11941.2998046875
2019-11-05,11974.599609375,11917.2001953125
2019-11-06,11911.5,11966.0498046875
2019-11-07,12021.099609375,12012.0498046875
2019-11-08,11987.150390625,11908.150390625
2019-11-11,11879.2001953125,11913.4501953125
2019-11-13,11908.2998046875,11840.4501953125
2019-11-14,11858.75,11872.099609375
2019-11-15,11904.2001953125,11895.4501953125
2019-11-18,11915.150390625,11884.5
2019-11-19,11919.4501953125,11940.099609375
2019-11-20,12004.75,11999.099609375
2019-11-21,12025.650390625,11968.400390625
2019-11-22,11967.2998046875,11914.400390625
2019-11-25,11922.4501953125,12073.75
2019-11-26,12110.2001953125,12037.7001953125
2019-11-27,12068.5,12100.7001953125
2019-11-28,12132.099609375,12151.150390625
2019-11-29,12146.2001953125,12056.0498046875
2019-12-02,12137.0498046875,12048.2001953125
2019-12-03,12067.650390625,11994.2001953125
2019-12-04,11969.9501953125,12043.2001953125
2019-12-05,12071.25,12018.400390625
2019-12-06,12047.349609375,11921.5
2019-12-09,11939.099609375,11937.5
2019-12-10,11950.5,11856.7998046875
2019-12-11,11867.349609375,11910.150390625
2019-12-12,11944.2998046875,11971.7998046875
2019-12-13,12026.400390625,12086.7001953125
2019-12-16,12131.349609375,12053.9501953125
2019-12-17,12082.4501953125,12165.0
2019-12-18,12197.0,12221.650390625
2019-12-19,12223.400390625,12259.7001953125
2019-12-20,12266.4501953125,12271.7998046875
2019-12-23,12235.4501953125,12262.75
2019-12-24,12269.25,12214.5498046875
2019-12-26,12211.849609375,12126.5498046875
2019-12-27,12172.900390625,12245.7998046875
2019-12-30,12274.900390625,12255.849609375
2019-12-31,12247.099609375,12168.4501953125
2020-01-01,12202.150390625,12182.5
2020-01-02,12198.5498046875,12282.2001953125
2020-01-03,12261.099609375,12226.650390625
2020-01-06,12170.599609375,11993.0498046875
2020-01-07,12079.099609375,12052.9501953125
2020-01-08,11939.099609375,12025.349609375
2020-01-09,12153.150390625,12215.900390625
2020-01-10,12271.0,12256.7998046875
2020-01-13,12296.7001953125,12329.5498046875
2020-01-14,12333.099609375,12362.2998046875
2020-01-15,12349.400390625,12343.2998046875
2020-01-16,12347.099609375,12355.5
2020-01-17,12328.400390625,12352.349609375
2020-01-20,12430.5,12224.5498046875
2020-01-21,12195.2998046875,12169.849609375
2020-01-22,12218.349609375,12106.900390625
2020-01-23,12123.75,12180.349609375
2020-01-24,12174.5498046875,12248.25
2020-01-27,12197.099609375,12119.0
2020-01-28,12148.099609375,12055.7998046875
2020-01-29,12114.900390625,12129.5
2020-01-30,12147.75,12035.7998046875
2020-01-31,12100.400390625,11962.099609375
2020-02-03,11627.4501953125,11707.900390625
2020-02-04,11786.25,11979.650390625
2020-02-05,12005.849609375,12089.150390625
2020-02-06,12120.0,12137.9501953125
2020-02-07,12151.150390625,12098.349609375
2020-02-10,12102.349609375,12031.5
2020-02-11,12108.400390625,12107.900390625
2020-02-12,12151.0,12201.2001953125
2020-02-13,12219.5498046875,12174.650390625
2020-02-14,12190.150390625,12113.4501953125
2020-02-17,12131.7998046875,12045.7998046875
2020-02-18,12028.25,11992.5
2020-02-19,12090.599609375,12125.900390625
2020-02-20,12119.0,12080.849609375
2020-02-24,12012.5498046875,11829.400390625
2020-02-25,11877.5,11797.900390625
2020-02-26,11738.5498046875,11678.5
2020-02-27,11661.25,11633.2998046875
2020-02-28,11382.0,11201.75
2020-03-02,11387.349609375,11132.75
2020-03-03,11217.5498046875,11303.2998046875
2020-03-04,11351.349609375,11251.0
2020-03-05,11306.0498046875,11269.0
2020-03-06,10942.650390625,10989.4501953125
2020-03-09,10742.0498046875,10451.4501953125
2020-03-11,10334.2998046875,10458.400390625
2020-03-12,10039.9501953125,9590.150390625
2020-03-13,9107.599609375,9955.2001953125
2020-03-16,9587.7998046875,9197.400390625
2020-03-17,9285.400390625,8967.0498046875
2020-03-18,9088.4501953125,8468.7998046875
2020-03-19,8063.2998046875,8263.4501953125
2020-03-20,8284.4501953125,8745.4501953125
2020-03-23,7945.7001953125,7610.25
2020-03-24,7848.2998046875,7801.0498046875
2020-03-25,7735.14990234375,8317.849609375
2020-03-26,8451.0,8641.4501953125
2020-03-27,8949.099609375,8660.25
2020-03-30,8385.9501953125,8281.099609375
2020-03-31,8529.349609375,8597.75
2020-04-01,8584.099609375,8253.7998046875
2020-04-03,8356.5498046875,8083.7998046875
2020-04-07,8446.2998046875,8792.2001953125
2020-04-08,8688.900390625,8748.75
2020-04-09,8973.0498046875,9111.900390625
2020-04-13,9103.9501953125,8993.849609375
2020-04-15,9196.400390625,8925.2998046875
2020-04-16,8851.25,8992.7998046875
2020-04-17,9323.4501953125,9266.75
2020-04-20,9390.2001953125,9261.849609375
2020-04-21,9016.9501953125,8981.4501953125
2020-04-22,9026.75,9187.2998046875
2020-04-23,9232.349609375,9313.900390625
2020-04-24,9163.900390625,9154.400390625
2020-04-27,9259.7001953125,9282.2998046875
2020-04-28,9389.7998046875,9380.900390625
2020-04-29,9408.599609375,9553.349609375
2020-04-30,9753.5,9859.900390625
2020-05-04,9533.5,9293.5
2020-05-05,9429.400390625,9205.599609375
2020-05-06,9226.7998046875,9270.900390625
2020-05-07,9234.0498046875,9199.0498046875
2020-05-08,9376.9501953125,9251.5
2020-05-11,9348.150390625,9239.2001953125
2020-05-12,9168.849609375,9196.5498046875
2020-05-13,9584.2001953125,9383.5498046875
2020-05-14,9213.9501953125,9142.75
2020-05-15,9182.400390625,9136.849609375
2020-05-18,9158.2998046875,8823.25
2020-05-19,8961.7001953125,8879.099609375
2020-05-20,8889.150390625,9066.5498046875
2020-05-21,9079.4501953125,9106.25
2020-05-22,9067.900390625,9039.25
2020-05-26,9099.75,9029.0498046875
2020-05-27,9082.2001953125,9314.9501953125
2020-05-28,9364.9501953125,9490.099609375
2020-05-29,9422.2001953125,9580.2998046875
2020-06-01,9726.849609375,9826.150390625
2020-06-02,9880.849609375,9979.099609375
2020-06-03,10108.2998046875,10061.5498046875
2020-06-04,10054.25,10029.099609375
2020-06-05,10093.7998046875,10142.150390625
2020-06-08,10326.75,10167.4501953125
2020-06-09,10181.150390625,10046.650390625
2020-06-10,10072.599609375,10116.150390625
2020-06-11,10094.099609375,9902.0
2020-06-12,9544.9501953125,9972.900390625
2020-06-15,9919.349609375,9813.7001953125
2020-06-16,10014.7998046875,9914.0
2020-06-17,9876.7001953125,9881.150390625
2020-06-18,9863.25,10091.650390625
2020-06-19,10119.0,10244.400390625
2020-06-22,10318.75,10311.2001953125
2020-06-23,10347.9501953125,10471.0
2020-06-24,10529.25,10305.2998046875
2020-06-25,10235.5498046875,10288.900390625
2020-06-26,10378.900390625,10383.0
2020-06-29,10311.9501953125,10312.400390625
2020-06-30,10382.599609375,10302.099609375
2020-07-01,10323.7998046875,10430.0498046875
2020-07-02,10493.0498046875,10551.7001953125
2020-07-03,10614.9501953125,10607.349609375
2020-07-06,10723.849609375,10763.650390625
2020-07-07,10802.849609375,10799.650390625
2020-07-08,10818.650390625,10705.75
2020-07-09,10755.5498046875,10813.4501953125
2020-07-10,10764.099609375,10768.0498046875
2020-07-13,10851.849609375,10802.7001953125
2020-07-14,10750.849609375,10607.349609375
2020-07-15,10701.0,10618.2001953125
2020-07-16,10706.2001953125,10739.9501953125
2020-07-17,10752.0,10901.7001953125
2020-07-20,10999.4501953125,11022.2001953125
2020-07-21,11126.099609375,11162.25
2020-07-22,11231.2001953125,11132.599609375
2020-07-23,11135.0,11215.4501953125
2020-07-24,11149.9501953125,11194.150390625
2020-07-27,11225.0,11131.7998046875
2020-07-28,11154.099609375,11300.5498046875
2020-07-29,11276.900390625,11202.849609375
2020-07-30,11254.2998046875,11102.150390625
2020-07-31,11139.5,11073.4501953125
2020-08-03,11057.5498046875,10891.599609375
2020-08-04,10946.650390625,11095.25
2020-08-05,11155.75,11101.650390625
2020-08-06,11185.7001953125,11200.150390625
2020-08-07,11186.650390625,11214.0498046875
2020-08-10,11270.25,11270.150390625
2020-08-11,11322.25,11322.5
2020-08-12,11289.0,11308.400390625
2020-08-13,11334.849609375,11300.4501953125
2020-08-14,11353.2998046875,11178.400390625
2020-08-17,11248.900390625,11247.099609375
2020-08-18,11259.7998046875,11385.349609375
2020-08-19,11452.150390625,11408.400390625
2020-08-20,11317.4501953125,11312.2001953125
2020-08-21,11409.650390625,11371.599609375
2020-08-24,11412.0,11466.4501953125
2020-08-25,11513.099609375,11472.25
2020-08-26,11512.849609375,11549.599609375
2020-08-27,11609.2998046875,11559.25
2020-08-28,11602.9501953125,11647.599609375
2020-08-31,11777.5498046875,11387.5
2020-09-01,11464.2998046875,11470.25
2020-09-02,11478.5498046875,11535.0
2020-09-03,11566.2001953125,11527.4501953125
2020-09-04,11354.400390625,11333.849609375
2020-09-07,11359.599609375,11355.0498046875
2020-09-08,11378.5498046875,11317.349609375
2020-09-09,11218.599609375,11278.0
2020-09-10,11363.2998046875,11449.25
2020-09-11,11447.7998046875,11464.4501953125
2020-09-14,11540.150390625,11440.0498046875
2020-09-15,11487.2001953125,11521.7998046875
2020-09-16,11538.4501953125,11604.5498046875
2020-09-17,11539.400390625,11516.099609375
2020-09-18,11584.099609375,11504.9501953125
2020-09-21,11503.7998046875,11250.5498046875
2020-09-22,11301.75,11153.650390625
2020-09-23,11258.75,11131.849609375
2020-09-24,11011.0,10805.5498046875
2020-09-25,10910.400390625,11050.25
2020-09-28,11140.849609375,11227.5498046875
2020-09-29,11288.599609375,11222.400390625
2020-09-30,11244.4501953125,11247.5498046875
2020-10-01,11364.4501953125,11416.9501953125
2020-10-05,11487.7998046875,11503.349609375
2020-10-06,11603.4501953125,11662.400390625
2020-10-07,11679.25,11738.849609375
2020-10-08,11835.400390625,11834.599609375
2020-10-09,11852.0498046875,11914.2001953125
2020-10-12,11973.5498046875,11930.9501953125
2020-10-13,11934.650390625,11934.5
2020-10-14,11917.400390625,11971.0498046875
2020-10-15,12023.4501953125,11680.349609375
2020-10-16,11727.400390625,11762.4501953125
2020-10-19,11879.2001953125,11873.0498046875
2020-10-20,11861.0,11896.7998046875
2020-10-21,11958.5498046875,11937.650390625
2020-10-22,11890.0,11896.4501953125
2020-10-23,11957.900390625,11930.349609375
2020-10-26,11937.400390625,11767.75
2020-10-27,11807.099609375,11889.400390625
2020-10-28,11922.599609375,11729.599609375
2020-10-29,11633.2998046875,11670.7998046875
2020-10-30,11678.4501953125,11642.400390625
2020-11-02,11697.349609375,11669.150390625
2020-11-03,11734.4501953125,11813.5
2020-11-04,11783.349609375,11908.5
2020-11-05,12062.400390625,12120.2998046875
2020-11-06,12156.650390625,12263.5498046875
2020-11-09,12399.400390625,12461.0498046875
2020-11-10,12556.400390625,12631.099609375
2020-11-11,12680.599609375,12749.150390625
2020-11-12,12702.150390625,12690.7998046875
2020-11-13,12659.7001953125,12719.9501953125
2020-11-17,12932.5,12874.2001953125
2020-11-18,12860.099609375,12938.25
2020-11-19,12839.5,12771.7001953125
2020-11-20,12813.400390625,12859.0498046875
2020-11-23,12960.2998046875,12926.4501953125
2020-11-24,13002.599609375,13055.150390625
2020-11-25,13130.0,12858.400390625
2020-11-26,12906.4501953125,12987.0
2020-11-27,13012.0498046875,12968.9501953125
2020-12-01,13062.2001953125,13109.0498046875
2020-12-02,13121.400390625,13113.75
2020-12-03,13215.2998046875,13133.900390625
2020-12-04,13177.400390625,13258.5498046875
2020-12-07,13264.849609375,13355.75
2020-12-08,13393.849609375,13392.9501953125
2020-12-09,13458.099609375,13529.099609375
2020-12-10,13488.5,13478.2998046875
2020-12-11,13512.2998046875,13513.849609375
2020-12-14,13571.4501953125,13558.150390625
2020-12-15,13547.2001953125,13567.849609375
2020-12-16,13663.099609375,13682.7001953125
2020-12-17,13713.5498046875,13740.7001953125
2020-12-18,13764.400390625,13760.5498046875
2020-12-21,13741.900390625,13328.400390625
2020-12-22,13373.650390625,13466.2998046875
2020-12-23,13473.5,13601.099609375
2020-12-24,13672.150390625,13749.25
2020-12-28,13815.150390625,13873.2001953125
2020-12-29,13910.349609375,13932.599609375
2020-12-30,13980.900390625,13981.9501953125
2020-12-31,13970.0,13981.75
2021-01-01,13996.099609375,14018.5
2021-01-04,14104.349609375,14132.900390625
2021-01-05,14075.150390625,14199.5
2021-01-06,14240.9501953125,14146.25
2021-01-07,14253.75,14137.349609375
2021-01-08,14258.400390625,14347.25
2021-01-11,14474.0498046875,14484.75
2021-01-12,14473.7998046875,14563.4501953125
2021-01-13,14639.7998046875,14564.849609375
2021-01-14,14550.0498046875,14595.599609375
2021-01-15,14594.349609375,14433.7001953125
2021-01-18,14453.2998046875,14281.2998046875
2021-01-19,14371.650390625,14521.150390625
2021-01-20,14538.2998046875,14644.7001953125
2021-01-21,14730.9501953125,14590.349609375
2021-01-22,14583.400390625,14371.900390625
2021-01-25,14477.7998046875,14238.900390625
2021-01-27,14237.9501953125,13967.5
2021-01-28,13810.400390625,13817.5498046875
2021-01-29,13946.599609375,13634.599609375
2021-02-01,13758.599609375,14281.2001953125
2021-02-02,14481.099609375,14647.849609375
2021-02-03,14754.900390625,14789.9501953125
2021-02-04,14789.0498046875,14895.650390625
2021-02-05,14952.599609375,14924.25
2021-02-08,15064.2998046875,15115.7998046875
2021-02-09,15164.150390625,15109.2998046875
2021-02-10,15119.0498046875,15106.5
2021-02-11,15073.25,15173.2998046875
2021-02-12,15186.2001953125,15163.2998046875
2021-02-15,15270.2998046875,15314.7001953125
2021-02-16,15371.4501953125,15313.4501953125
2021-02-17,15279.900390625,15208.900390625
2021-02-18,15238.7001953125,15118.9501953125
2021-02-19,15074.7998046875,14981.75
2021-02-22,14999.0498046875,14675.7001953125
2021-02-23,14782.25,14707.7998046875
2021-02-24,14729.150390625,14982.0
2021-02-25,15079.849609375,15097.349609375
2021-02-26,14888.599609375,14529.150390625
2021-03-01,14702.5,14761.5498046875
2021-03-02,14865.2998046875,14919.099609375
2021-03-03,15064.400390625,15245.599609375
2021-03-04,15026.75,15080.75
2021-03-05,14977.9501953125,14938.099609375
2021-03-08,15002.4501953125,14956.2001953125
2021-03-09,15049.900390625,15098.400390625
2021-03-10,15202.150390625,15174.7998046875
2021-03-12,15321.150390625,15030.9501953125
2021-03-15,15048.400390625,14929.5
2021-03-16,14996.099609375,14910.4501953125
2021-03-17,14946.5498046875,14721.2998046875
2021-03-18,14855.5,14557.849609375
2021-03-19,14471.150390625,14744.0
2021-03-22,14736.2998046875,14736.400390625
2021-03-23,14768.5498046875,14814.75
2021-03-24,14712.4501953125,14549.400390625
2021-03-25,14570.900390625,14324.900390625
2021-03-26,14506.2998046875,14507.2998046875
2021-03-30,14628.5,14845.099609375
2021-03-31,14811.849609375,14690.7001953125
2021-04-01,14798.400390625,14867.349609375
2021-04-05,14837.7001953125,14637.7998046875
2021-04-06,14737.0,14683.5
2021-04-07,14716.4501953125,14819.0498046875
2021-04-08,14875.650390625,14873.7998046875
2021-04-09,14882.650390625,14834.849609375
2021-04-12,14644.650390625,14310.7998046875
2021-04-13,14364.900390625,14504.7998046875
2021-04-15,14522.400390625,14581.4501953125
2021-04-16,14599.599609375,14617.849609375
2021-04-19,14306.599609375,14359.4501953125
2021-04-20,14526.7001953125,14296.400390625
2021-04-22,14219.150390625,14406.150390625
2021-04-23,14326.349609375,14341.349609375
2021-04-26,14449.4501953125,14485.0
2021-04-27,14493.7998046875,14653.0498046875
2021-04-28,14710.5,14864.5498046875
2021-04-29,14979.0,14894.900390625
2021-04-30,14747.349609375,14631.099609375
2021-05-03,14481.0498046875,14634.150390625
2021-05-04,14687.25,14496.5
2021-05-05,14604.150390625,14617.849609375
2021-05-06,14668.349609375,14724.7998046875
2021-05-07,14816.849609375,14823.150390625
2021-05-10,14928.25,14942.349609375
2021-05-11,14789.7001953125,14850.75
2021-05-12,14823.5498046875,14696.5
2021-05-14,14749.400390625,14677.7998046875
2021-05-17,14756.25,14923.150390625
2021-05-18,15067.2001953125,15108.099609375
2021-05-19,15058.599609375,15030.150390625
2021-05-20,15042.599609375,14906.0498046875
2021-05-21,14987.7998046875,15175.2998046875
2021-05-24,15211.349609375,15197.7001953125
2021-05-25,15291.75,15208.4501953125
2021-05-26,15257.0498046875,15301.4501953125
2021-05-27,15323.9501953125,15337.849609375
2021-05-28,15421.2001953125,15435.650390625
2021-05-31,15437.75,15582.7998046875
2021-06-01,15629.650390625,15574.849609375
2021-06-02,15520.349609375,15576.2001953125
2021-06-03,15655.5498046875,15690.349609375
2021-06-04,15712.5,15670.25
2021-06-07,15725.099609375,15751.650390625
2021-06-08,15773.900390625,15740.099609375
2021-06-09,15766.2998046875,15635.349609375
2021-06-10,15692.099609375,15737.75
2021-06-11,15796.4501953125,15799.349609375
2021-06-14,15791.400390625,15811.849609375
2021-06-15,15866.9501953125,15869.25
2021-06-16,15847.5,15767.5498046875
2021-06-17,15648.2998046875,15691.400390625
2021-06-18,15756.5,15683.349609375
2021-06-21,15525.849609375,15746.5
2021-06-22,15840.5,15772.75
2021-06-23,15862.7998046875,15686.9501953125
2021-06-24,15737.2998046875,15790.4501953125
2021-06-25,15839.349609375,15860.349609375
2021-06-28,15915.349609375,15814.7001953125
2021-06-29,15807.5,15748.4501953125
2021-06-30,15776.900390625,15721.5
2021-07-01,15755.0498046875,15680.0
2021-07-02,15705.849609375,15722.2001953125
2021-07-05,15793.400390625,15834.349609375
2021-07-06,15813.75,15818.25
2021-07-07,15819.599609375,15879.650390625
2021-07-08,15855.400390625,15727.900390625
2021-07-09,15688.25,15689.7998046875
2021-07-12,15766.7998046875,15692.599609375
2021-07-13,15794.0,15812.349609375
2021-07-14,15808.7001953125,15853.9501953125
2021-07-15,15872.150390625,15924.2001953125
2021-07-16,15958.349609375,15923.400390625
2021-07-19,15754.5,15752.400390625
2021-07-20,15703.9501953125,15632.099609375
2021-07-22,15736.599609375,15824.0498046875
2021-07-23,15856.7998046875,15856.0498046875
2021-07-26,15849.2998046875,15824.4501953125
2021-07-27,15860.5,15746.4501953125
2021-07-28,15761.5498046875,15709.400390625
2021-07-29,15762.7001953125,15778.4501953125
2021-07-30,15800.599609375,15763.0498046875
2021-08-02,15874.900390625,15885.150390625
2021-08-03,15951.5498046875,16130.75
2021-08-04,16195.25,16258.7998046875
2021-08-05,16288.9501953125,16294.599609375
2021-08-06,16304.400390625,16238.2001953125
2021-08-09,16281.349609375,16258.25
2021-08-10,16274.7998046875,16280.099609375
2021-08-11,16327.2998046875,16282.25
2021-08-12,16303.650390625,16364.400390625
2021-08-13,16385.69921875,16529.099609375
2021-08-16,16518.400390625,16563.05078125
2021-08-17,16545.25,16614.599609375
2021-08-18,16691.94921875,16568.849609375
2021-08-20,16382.5,16450.5
2021-08-23,16592.25,16496.44921875
2021-08-24,16561.400390625,16624.599609375
2021-08-25,16654.0,16634.650390625
2021-08-26,16627.94921875,16636.900390625
2021-08-27,16642.55078125,16705.19921875
2021-08-30,16775.849609375,16931.05078125
2021-08-31,16947.5,17132.19921875
2021-09-01,17185.599609375,17076.25
2021-09-02,17095.400390625,17234.150390625
2021-09-03,17262.44921875,17323.599609375
2021-09-06,17399.349609375,17377.80078125
2021-09-07,17401.55078125,17362.099609375
2021-09-08,17375.75,17353.5
2021-09-09,17312.849609375,17369.25
2021-09-13,17363.55078125,17355.30078125
2021-09-14,17420.349609375,17380.0
